intensity,channel,timestamp,azimuth,altitude,distance_m,x,y,z
7,0,3368748284000,143,-2500,0.92800003,0.02098901,0.84079164,-0.39218977
15,1,3368748284000,35583,-100,0.79600006,-0.057873283,0.79377186,-0.013892116
22,2,3368748286304,143,-166,0.892,0.02225099,0.89134485,-0.025948757
6,3,3368748286304,35863,-1563,0.952,-0.021918312,0.91649425,-0.25663576
15,4,3368748288608,143,-1131,0.836,0.020457746,0.81951,-0.16395406
19,5,3368748288608,35863,0,0.832,-0.01989191,0.8317622,0
9,6,3368748290912,423,-66,0.9480001,0.06992011,0.9453536,-0.011035748
7,7,3368748290912,35863,-884,1.12,-0.026459273,1.1063704,-0.17217475
9,8,3368748293216,143,-725,0.91600007,0.022676382,0.9083855,-0.1156617
29,9,3368748293216,35583,33,0.8,-0.05817198,0.7978687,0.004649531
27,10,3368748295520,143,-33,0.88400006,0.022060394,0.88370985,-0.0051377323
6,11,3368748295520,35863,-614,1.0120001,-0.024056293,1.005892,-0.10838222
23,12,3368748297824,423,-533,0.84000003,0.061690528,0.8340857,-0.078073025
33,13,3368748297824,35863,133,0.832,-0.01988653,0.8315371,0.01935493
11,14,3368748300128,423,66,0.96000004,0.07080517,0.9573201,0.011175441
31,15,3368748300128,35863,-400,0.96400005,-0.022991696,0.9613769,-0.06724524
29,16,3368748302432,143,-466,0.952,0.023678975,0.9485481,-0.077458985
22,17,3368748302432,35583,166,0.776,-0.05640389,0.77361816,0.022574255
34,18,3368748304736,143,100,0.88400006,0.022057405,0.88359016,0.0154279275
11,19,3368748304736,35583,-366,0.88000005,-0.06385925,0.8758735,-0.05628264
85,20,3368748307040,423,-333,0.924,0.06803931,0.9199244,-0.05372046
22,21,3368748307040,35863,333,0.776,-0.01852165,0.774466,0.045115884
18,22,3368748309344,143,233,0.85200006,0.021244561,0.85102874,0.034682605
24,23,3368748309344,35863,-266,0.864,-0.02063461,0.86281747,-0.04020289
65,24,3368748311648,143,-300,0.94400007,0.023525817,0.94241273,-0.04940515
13,25,3368748311648,35863,700,0.73600006,-0.017465528,0.7303052,0.08969585
