intensity,channel,timestamp,azimuth,altitude,distance_m,x,y,z
6,0,3369348799000,323,-2500,1.3160001,0.06720189,1.1908064,-0.5561657
46,1,3369348799000,35763,-100,1.276,-0.052758012,1.2747144,-0.02226927
78,2,3369348801304,323,-166,1.2440001,0.07006263,1.2414982,-0.03618863
7,3,3369348801304,43,-1563,1.2240001,0.008845861,1.1786536,-0.32996026
8,4,3369348803608,323,-1131,1.2080001,0.06674212,1.1826595,-0.2369097
37,5,3369348803608,43,0,1.2080001,0.009065853,1.2079661,0
100,6,3369348805912,603,-66,1.3160001,0.13823535,1.30863,-0.015319667
8,7,3369348805912,43,-884,1.22,0.009047077,1.2054644,-0.1875475
15,8,3369348808216,323,-725,1.2240001,0.068413414,1.2122746,-0.15455231
72,9,3369348808216,35763,33,1.296,-0.053592198,1.2948697,0.0075322404
100,10,3369348810520,323,-33,1.2720001,0.07166872,1.269958,-0.007392755
12,11,3369348810520,43,-614,1.22,0.009103252,1.2129492,-0.1306584
2,12,3369348812824,603,-533,4.388,0.4589604,4.344832,-0.40783858
20,13,3369348812824,43,133,1.1680001,0.008763288,1.1676512,0.027171347
100,14,3369348815128,603,66,1.3080001,0.13739501,1.3006748,0.015226538
12,15,3369348815128,43,-400,1.2520001,0.009373179,1.2489152,-0.08733511
21,16,3369348817432,323,-466,1.2240001,0.06873675,1.2180039,-0.09959012
16,17,3369348817432,35763,166,1.2520001,-0.051751673,1.2503997,0.03642135
34,18,3369348819736,323,100,1.2520001,0.07053231,1.2498208,0.021850415
4,19,3369348819736,35763,-366,1.3280001,-0.054803953,1.3241475,-0.08493562
27,20,3369348822040,603,-333,1.3080001,0.1371719,1.2985626,-0.07604585
57,21,3369348822040,43,333,1.1600001,0.008690895,1.1580054,0.06744127
78,22,3369348824344,323,233,1.268,0.07138533,1.2649364,0.05161683
14,23,3369348824344,43,-266,1.248,0.009355903,1.2466133,-0.058070842
12,24,3369348826648,323,-300,1.2440001,0.06999623,1.2403216,-0.06510594
22,25,3369348826648,43,700,1.1800001,0.008789709,1.1711717,0.14380583
66,26,3369348828952,323,466,0,0,0,0
20,27,3369348828952,35763,-233,1.2800001,-0.052887585,1.2778451,-0.052105322
43,28,3369348831256,603,-200,1.296,0.13606079,1.2880441,-0.045229748
65,29,3369348831256,43,1500,1.2800001,0.009278879,1.2363503,0.3312884
56,30,3369348833560,323,1033,1.3360001,0.074055135,1.3122448,0.23963682
66,31,3369348833560,43,-133,1.2320001,0.009243468,1.231632,-0.028660187
6,0,3369348854296,343,-2500,1.304,0.07070747,1.1797082,-0.55109423
42,1,3369348854296,35783,-100,1.268,-0.0480055,1.2668977,-0.022129651
73,2,3369348856600,343,-166,1.2440001,0.074395835,1.2412461,-0.03618863
8,3,3369348856600,63,-1563,1.2160001,0.012875371,1.1709121,-0.32780364
8,4,3369348858904,343,-1131,1.2160001,0.0713393,1.1902499,-0.23847865
35,5,3369348858904,63,0,1.2240001,0.0134583125,1.2239261,0
61,6,3369348861208,623,-66,1.3240001,0.14367059,1.3160917,-0.015412795
9,7,3369348861208,63,-884,1.2160001,0.01321142,1.2014732,-0.1869326
15,8,3369348863512,343,-725,1.2360001,0.073356815,1.2239108,-0.15606754
89,9,3369348863512,35783,33,1.284,-0.048617832,1.2830576,0.007462498
100,10,3369348865816,343,-33,1.264,0.07562263,1.2617145,-0.0073462594
12,11,3369348865816,63,-614,1.22,0.013337178,1.2129099,-0.1306584
19,12,3369348868120,623,-533,0,0,0,-0
24,13,3369348868120,63,133,1.156,0.012707189,1.1556174,0.026892187
87,14,3369348870424,623,66,1.304,0.14150034,1.2962111,0.015179973
12,15,3369348870424,63,-400,1.248,0.013688774,1.2448847,-0.08705608
17,16,3369348872728,343,-466,1.22,0.07274942,1.2137768,-0.09926466
22,17,3369348872728,35783,166,1.1600001,-0.043904807,1.1586776,0.033745024
32,18,3369348875032,343,100,1.248,0.07465527,1.2455747,0.021780603
5,19,3369348875032,35783,-366,1.32,-0.049879465,1.3163528,-0.08442396
3,20,3369348877336,623,-333,6.0080004,0.65088457,5.9624157,-0.34929928
38,21,3369348877336,63,333,1.176,0.012908663,1.1739398,0.06837149
76,22,3369348879640,343,233,1.268,0.075800344,1.2646796,0.05161683
14,23,3369348879640,63,-266,1.248,0.013707338,1.246573,-0.058070842
10,24,3369348881944,343,-300,1.2520001,0.0748033,1.2480445,-0.06552462
28,25,3369348881944,63,700,1.184,0.012921459,1.1751035,0.14429331
64,26,3369348884248,343,466,1.3080001,0.077996925,1.3013281,0.10642474
18,27,3369348884248,35783,-233,1.2800001,-0.048427023,1.2780219,-0.052105322
26,28,3369348886552,623,-200,1.3160001,0.14272517,1.3074312,-0.04592774
63,29,3369348886552,63,1500,1.276,0.013552007,1.2324469,0.3302531
44,30,3369348888856,343,1033,1.3440001,0.07910613,1.3198344,0.24107178
63,31,3369348888856,63,-133,1.24,0.013630548,1.2395895,-0.028846292
6,0,3369348909592,364,-2500,1.3000001,0.07480069,1.1758232,-0.5494038
41,1,3369348909592,35804,-100,1.264,-0.043225255,1.2630681,-0.022059841
76,2,3369348911896,364,-166,1.2440001,0.07894473,1.2409651,-0.03618863
8,3,3369348911896,84,-1563,1.2040001,0.01699748,1.1593026,-0.32456875
8,4,3369348914200,364,-1131,1.2240001,0.076199345,1.1978092,-0.24004759
46,5,3369348914200,84,0,1.2440001,0.01823734,1.2438664,0
12,6,3369348916504,644,-66,0,0,0,-0
9,7,3369348916504,84,-884,1.212,0.017557006,1.1974646,-0.18631768
11,8,3369348918808,364,-725,1.22,0.076834515,1.2077937,-0.15404724
99,9,3369348918808,35804,33,1.276,-0.04364153,1.2752318,0.0074160025
100,10,3369348921112,364,-33,1.2720001,0.08075443,1.2694125,-0.007392755
12,11,3369348921112,84,-614,1.2160001,0.017724322,1.2088764,-0.13023001
43,12,3369348923416,644,-533,0,0,0,-0
30,13,3369348923416,84,133,1.1600001,0.017001279,1.1595616,0.026985241
