intensity,channel,timestamp,azimuth,altitude,distance_m,x,y,z
7,0,3368548555000,227,-2500,0.91600007,0.032882195,0.8295265,-0.38711837
10,1,3368548555000,35667,-100,0.72,-0.041816186,0.71867484,-0.012565733
55,2,3368548557304,227,-166,0.87200004,0.034524094,0.870947,-0.025366947
6,3,3368548557304,35947,-1563,0.924,-0.008230882,0.88975483,-0.24908763
8,4,3368548559608,227,-1131,0.8880001,0.034489416,0.8700722,-0.17415218
12,5,3368548559608,35947,0,0.772,-0.0071412586,0.771967,0
7,6,3368548561912,507,-66,0.93600005,0.082711294,0.93227476,-0.010896054
6,7,3368548561912,35947,-884,0.96000004,-0.008774764,0.9485482,-0.14757836
9,8,3368548564216,227,-725,0.896,0.03520526,0.888131,-0.11313633
23,9,3368548564216,35667,33,0.72400004,-0.042054195,0.7227654,0.0042078258
23,10,3368548566520,227,-33,0.86800003,0.034379695,0.8673042,-0.0050447416
6,11,3368548566520,35947,-614,0.96000004,-0.008829247,0.95443785,-0.10281317
33,12,3368548568824,507,-533,0.90000004,0.07919119,0.8925982,-0.083649665
10,13,3368548568824,35947,133,0.748,-0.006917378,0.7477656,0.017400827
15,14,3368548571128,507,66,0.94000006,0.083064765,0.93625885,0.010942619
16,15,3368548571128,35947,-400,0.84000003,-0.0077513536,0.837918,-0.058595438
63,16,3368548573432,227,-466,0.92800003,0.036634922,0.9241973,-0.07550623
19,17,3368548573432,35667,166,0.70000005,-0.040643614,0.6985224,0.020363376
27,18,3368548575736,227,100,0.864,0.034216627,0.8631905,0.015078879
11,19,3368548575736,35667,-366,0.8,-0.04637437,0.7970141,-0.051166035
18,20,3368548578040,507,-333,0.86,0.07587201,0.8551862,-0.04999956
16,21,3368548578040,35947,333,0.76000005,-0.0070183626,0.758682,0.04418566
21,22,3368548580344,227,233,0.84400004,0.03340196,0.8426387,0.034356944
18,23,3368548580344,35947,-266,0.808,-0.0074661747,0.8070903,-0.03759715
39,24,3368548582648,227,-300,0.892,0.03528246,0.8900785,-0.046683677
45,25,3368548582648,35947,700,0.69600004,-0.006390244,0.6907826,0.08482107
33,26,3368548584952,227,466,0.85600007,0.03379256,0.8524924,0.069648
10,27,3368548584952,35667,-233,0.744,-0.043180823,0.74212813,-0.030286217
18,28,3368548587256,507,-200,0.924,0.081606686,0.91982424,-0.032247134
22,29,3368548587256,35947,1500,0.64000005,-0.005718488,0.6181661,0.1656442
20,30,3368548589560,227,1033,0.688,0.026808769,0.67631084,0.123405784
16,31,3368548589560,35947,-133,0.776,-0.0071763173,0.77575684,-0.018052196
5,0,3368548610296,247,-2500,0.924,0.03609005,0.8366504,-0.3904993
10,1,3368548610296,35687,-100,0.72800004,-0.03974419,0.7268033,-0.012705352
38,2,3368548612600,247,-166,0.90800005,0.039114866,0.90677255,-0.026414208
6,3,3368548612600,35967,-1563,0.90400004,-0.00501426,0.8705189,-0.24369614
9,4,3368548614904,247,-1131,0.86800003,0.036681134,0.85035306,-0.17022982
13,5,3368548614904,35967,0,0.78000003,-0.0044927895,0.7799871,0
7,6,3368548617208,527,-66,0.92800003,0.08523029,0.9240147,-0.010802926
8,7,3368548617208,35967,-884,0.96400005,-0.0054866243,0.95252544,-0.14819327
6,8,3368548619512,247,-725,0.896,0.038305204,0.88800275,-0.11313633
21,9,3368548619512,35687,33,0.72,-0.039312765,0.7189138,0.004184578
38,10,3368548621816,247,-33,0,0,0,-0
9,11,3368548621816,35967,-614,0.96400005,-0.0055206916,0.9584398,-0.103241555
38,12,3368548624120,527,-533,0.8880001,0.08120905,0.88041884,-0.08253434
10,13,3368548624120,35967,133,0.75200003,-0.0043303375,0.7517841,0.017493881
16,14,3368548626424,527,66,0.93600005,0.08596504,0.9319803,0.010896054
19,15,3368548626424,35967,-400,0.84400004,-0.004849586,0.84193015,-0.058874466
63,16,3368548628728,247,-466,0.924,0.039688937,0.92008084,-0.07518078
19,17,3368548628728,35687,166,0.70000005,-0.038205214,0.69866,0.020363376
27,18,3368548631032,247,100,0.88000005,0.037918955,0.87904865,0.015358118
10,19,3368548631032,35687,-366,0.79600006,-0.043374196,0.7931853,-0.05091021
15,20,3368548633336,527,-333,0.87600005,0.08032381,0.8708216,-0.050929785
13,21,3368548633336,35967,333,0.776,-0.0044621886,0.7746746,0.045115884
18,22,3368548635640,247,233,0.864,0.037204325,0.86248183,0.03517109
20,23,3368548635640,35967,-266,0.808,-0.0046490277,0.8071115,-0.03759715
36,24,3368548637944,247,-300,0.90000004,0.038733497,0.8979316,-0.047102366
46,25,3368548637944,35967,700,0.708,-0.0040476727,0.70271105,0.0862835
33,26,3368548640248,247,466,0.84400004,0.036252666,0.8404202,0.06867162
11,27,3368548640248,35687,-233,0.75200003,-0.04102666,0.7502559,-0.030611875
18,28,3368548642552,527,-200,0.924,0.08481697,0.9195337,-0.032247134
20,29,3368548642552,35967,1500,0.63600004,-0.0035385257,0.61431867,0.16460893
20,30,3368548644856,247,1033,0.684,0.028999781,0.6722816,0.12268831
16,31,3368548644856,35967,-133,0.78400004,-0.0045146076,0.7837749,-0.0182383
5,0,3368548665592,267,-2500,0.91600007,0.038672533,0.82927674,-0.38711837
10,1,3368548665592,35707,-100,0.72400004,-0.037002653,0.7229434,-0.012635542
55,2,3368548667896,267,-166,0.8880001,0.04134858,0.8866607,-0.025832398
6,3,3368548667896,35987,-1563,0.91600007,-0.0020015407,0.8820869,-0.24693105
11,4,3368548670200,267,-1131,0.84400004,0.038552906,0.82671154,-0.16552301
12,5,3368548670200,35987,0,0.78000003,-0.0017698912,0.779998,0
15,6,3368548672504,547,-66,0.92800003,0.088455185,0.9237116,-0.010802926
7,7,3368548672504,35987,-884,0.94000006,-0.0021075923,0.9288242,-0.14450382
9,8,3368548674808,267,-725,0.90000004,0.04158952,0.8918273,-0.1136414
19,9,3368548674808,35707,33,0.72,-0.0368032,0.71904665,0.004184578
100,10,3368548677112,267,-33,0.8880001,0.04136539,0.8870211,-0.00516098
6,11,3368548677112,35987,-614,0.96000004,-0.0021657993,0.95447624,-0.10281317
38,12,3368548679416,547,-533,0.8880001,0.084281795,0.88013,-0.08253434
11,13,3368548679416,35987,133,0.75600004,-0.0017149689,0.7557936,0.017586933
18,14,3368548681720,547,66,0.92800003,0.088455185,0.9237116,0.010802926
19,15,3368548681720,35987,-400,0.84400004,-0.0019104481,0.84194195,-0.058874466
55,16,3368548684024,267,-466,0.92800003,0.04308609,0.9239191,-0.07550623
16,17,3368548684024,35707,166,0.708,-0.03617511,0.7067752,0.020596098
48,18,3368548686328,267,100,0,0,0,0
10,19,3368548686328,35707,-366,0.8,-0.04080941,0.79731846,-0.051166035
14,20,3368548688632,547,-333,0.864,0.0822211,0.8586108,-0.050232116
19,21,3368548688632,35987,333,0.78400004,-0.0017759586,0.78267187,0.045580994
21,22,3368548690936,267,233,0.87200004,0.04058708,0.8703314,0.03549675
20,23,3368548690936,35987,-266,0.808,-0.00183144,0.80712277,-0.03759715
39,24,3368548693240,267,-300,0.896,0.041681547,0.89380074,-0.04689302
38,25,3368548693240,35987,700,0.70400006,-0.0015855333,0.69875073,0.08579603
33,26,3368548695544,267,466,0.86800003,0.040300354,0.864183,0.07062437
10,27,3368548695544,35707,-233,0.748,-0.03820339,0.746403,-0.030449046
100,28,3368548697848,547,-200,0.92,0.087645166,0.91525275,-0.032107536
18,29,3368548697848,35987,1500,0.63600004,-0.0013939682,0.6143273,0.16460893
20,30,3368548700152,267,1033,0.688,0.031529617,0.6761072,0.123405784
19,31,3368548700152,35987,-133,0.79200006,-0.001796634,0.7917837,-0.018424407
5,0,3368548720888,287,-2500,0.91600007,0.041567013,0.8291367,-0.38711837
10,1,3368548720888,35727,-100,0.73600006,-0.03505016,0.7350528,-0.012844971
48,2,3368548723192,287,-166,0.8880001,0.04444335,0.88651097,-0.025832398
8,3,3368548723192,7,-1563,0.90800005,0.0010682628,0.87438464,-0.24477445
13,4,3368548725496,287,-1131,0.86,0.042223994,0.84224147,-0.16866088
13,5,3368548725496,7,0,0.8,0.0009773842,0.7999994,0
14,6,3368548727800,567,-66,0.90400004,0.089308,0.89951617,-0.01052354
7,7,3368548727800,7,-884,0.92800003,0.0011202889,0.91696846,-0.14265908
9,8,3368548730104,287,-725,0.90400004,0.044901002,0.8956397,-0.11414648
21,9,3368548730104,35727,33,0.73200005,-0.034864392,0.73115695,0.004254321
100,10,3368548732408,287,-33,0.8880001,0.044461418,0.88687134,-0.00516098
6,11,3368548732408,7,-614,0.94400007,0.0011466802,0.93857,-0.10109962
38,12,3368548734712,567,-533,0.8880001,0.08735351,0.8798304,-0.08253434
11,13,3368548734712,7,133,0.78000003,0.0009526917,0.7797884,0.018145248
28,14,3368548737016,567,66,0.92,0.09088867,0.9154368,0.010709797
